"NCT","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT02759770","Risk Factors and Prediction Score of ARDS After Cardiac Surgery; Risk Factors and Prediction Score of ARDS After Cardiac Surgery","rayyan-325727812","Risk Factors and Prediction Score of ARDS After Cardiac Surgery; Risk Factors and Prediction Score of ARDS After Cardiac Surgery","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,development | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT02783781","Contribution of Preoperative Biological Data in Risk Assessment in Cardiac Surgery in Addition to the EuroSCORE; Contribution of Preoperative Biological Data in Risk Assessment in Cardiac Surgery in Addition to the EuroSCORE (EuroSCOREbio)","rayyan-325727814","Contribution of Preoperative Biological Data in Risk Assessment in Cardiac Surgery in Addition to the EuroSCORE; Contribution of Preoperative Biological Data in Risk Assessment in Cardiac Surgery in Addition to the EuroSCORE (EuroSCOREbio)","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,validation,development | USER-NOTES: {""Nicole""=>[""Finally; the reinforcement of existing scores with biological variables is recommended by thegroup of recommendations in prognostic research strategy (PROGRESS 2014); rather thancreating new scores ex nihilo\n\nFind PROGRESS 2014""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""Nicole""=>[""Finally; the reinforcement of existing scores with biological variables is recommended by thegroup of recommendations in prognostic research strategy (PROGRESS 2014); rather thancreating new scores ex nihilo\n\nFind PROGRESS 2014""]",2,0,0,2,0,"Include","Include"
"NCT02804802","Impact of DietarY and LIfestyle Risk Factors on Colorectal Cancer Screening (IDYLIC Study). Is it Possible to Target Risk Subjects by Using a Predictive Score?; Impact of DietarY and LIfestyle Risk Factors on Colorectal Cancer Screening","rayyan-325727815","Impact of DietarY and LIfestyle Risk Factors on Colorectal Cancer Screening (IDYLIC Study). Is it Possible to Target Risk Subjects by Using a Predictive Score?; Impact of DietarY and LIfestyle Risk Factors on Colorectal Cancer Screening","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02826460","Psychosocial Predictors of Posttransplant Adherence and Outcomes; Psychosocial Risks in Liver Transplant Recipients","rayyan-325727817","Psychosocial Predictors of Posttransplant Adherence and Outcomes; Psychosocial Risks in Liver Transplant Recipients","RAYYAN-INCLUSION: {""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: prognosis,development | RAYYAN-EXCLUSION-REASONS: wrong outcome | USER-NOTES: {""dn.borg""=>[""Looks like predictors of, rather than a prediction model.""], ""Rex""=>[""DISCUSSED - DECISION:Include""]}","""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Excluded"", ""dn.borg""=>[""Looks like predictors of, rather than a prediction model.""], ""Rex""=>[""DISCUSSED - DECISION:Include""]",1,1,1,2,0,"Include","Include"
"NCT02837172","Diagnosis of Parkinson's Disease and Prediction of Progression Using Diffusion Weighted Imaging; Diagnosis of PD and PD Progression Using DWI","rayyan-325727819","Diagnosis of Parkinson's Disease and Prediction of Progression Using Diffusion Weighted Imaging; Diagnosis of PD and PD Progression Using DWI","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,prognosis,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02863458","Effectiveness of DNA Hypomethylating Agents and Lenalidomide in Elderly Patients With Myeloid Malignancies in the United States; DNA Hypomethylating Agents and Lenalidomide in Elderly Patients With Myeloid Malignancies in the US","rayyan-325727821","Effectiveness of DNA Hypomethylating Agents and Lenalidomide in Elderly Patients With Myeloid Malignancies in the United States; DNA Hypomethylating Agents and Lenalidomide in Elderly Patients With Myeloid Malignancies in the US","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02904577","Indolent Non Follicular Lymphomas Prognostic Project - Prospective Collection of Data of Possible Prognostic Relevance in Patients With Indolent Non-follicular B-CELL Lymphomas; Indolent Non Follicular Lymphomas Prognostic Project","rayyan-325727822","Indolent Non Follicular Lymphomas Prognostic Project - Prospective Collection of Data of Possible Prognostic Relevance in Patients With Indolent Non-follicular B-CELL Lymphomas; Indolent Non Follicular Lymphomas Prognostic Project","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""a.barnett""=>""Maybe""} | RAYYAN-LABELS: Prognosis,development | USER-NOTES: {""a.barnett""=>[""Is a pilot prognostic study before the main one. I can't tell if this should be included. ""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""a.barnett""=>""Maybe"", ""a.barnett""=>[""Is a pilot prognostic study before the main one. I can't tell if this should be included. ""]",2,0,1,2,0,"Include","Include"
"NCT02912624","Combining Conventional With Advanced Hemodynamic Parameters for Predicting the Outcome of Critically Ill Patients: a Pilot for a Registry; Simple Intensive Care Studies I (SICS-I)","rayyan-325727825","Combining Conventional With Advanced Hemodynamic Parameters for Predicting the Outcome of Critically Ill Patients: a Pilot for a Registry; Simple Intensive Care Studies I (SICS-I)","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Diagnostic,Validation,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02932176","Development and Validation of a Novel Machine-learning Algorithm to Assist in Handheld Vascular Diagnostics; Machine Learning for Handheld Vascular Studies","rayyan-325727827","Development and Validation of a Novel Machine-learning Algorithm to Assist in Handheld Vascular Diagnostics; Machine Learning for Handheld Vascular Studies","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""a.barnett""=>""Included""} | RAYYAN-LABELS: diagnosis,diagnostic,validation,development","""Nicole""=>""Included"", ""a.barnett""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02992067","CK19 Combined With Contrast-enhanced Ultrasound: a Prediction System on Axillary Lymph Node Metastasis in Breast Cancer; CK19 Combined With Contrast-enhanced Ultrasound: a Prediction System on Axillary Lymph Node Metastasis in Breast Cancer","rayyan-325727829","CK19 Combined With Contrast-enhanced Ultrasound: a Prediction System on Axillary Lymph Node Metastasis in Breast Cancer; CK19 Combined With Contrast-enhanced Ultrasound: a Prediction System on Axillary Lymph Node Metastasis in Breast Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,Validation,development","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""",2,0,1,2,0,"Include","Include"
"NCT03003182","A Prospective Cohort Study of Nasopharyngeal Carcinoma to Establish Prognostic Models; to Discover Toxicity Associated Predictors and to Validate Randomized Trials in Clinical Practice; A Study of Nasopharyngeal Carcinoma From Guangdong","rayyan-325727830","A Prospective Cohort Study of Nasopharyngeal Carcinoma to Establish Prognostic Models; to Discover Toxicity Associated Predictors and to Validate Randomized Trials in Clinical Practice; A Study of Nasopharyngeal Carcinoma From Guangdong","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,Development,development","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""",2,0,1,2,0,"Include","Include"
"NCT03038360","CardioSAVE: A 12-months Prospective Longitudinal Controlled Study for the Validation of a Novel Predictive Model and a Diagnostic Tool; for the Risk Stratification of AMI Patients Undergoing PCI; Prospective Study With AMI Patients Undergoing PCI","rayyan-325727831","CardioSAVE: A 12-months Prospective Longitudinal Controlled Study for the Validation of a Novel Predictive Model and a Diagnostic Tool; for the Risk Stratification of AMI Patients Undergoing PCI; Prospective Study With AMI Patients Undergoing PCI","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,validation,Development | USER-NOTES: {""dn.borg""=>[""They say validate but i think they actually mean develop.""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""They say validate but i think they actually mean develop.""]",2,0,1,2,0,"Include","Include"
"NCT03064360","Early Prediction of Major Adverse Cardiovascular Event Surrogates Using Remote Monitoring With Biosensors; Biomarkers; and Patient-Reported Outcomes; Early Prediction of Major Adverse Cardiovascular Events Using Remote Monitoring","rayyan-325727832","Early Prediction of Major Adverse Cardiovascular Event Surrogates Using Remote Monitoring With Biosensors; Biomarkers; and Patient-Reported Outcomes; Early Prediction of Major Adverse Cardiovascular Events Using Remote Monitoring","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,Development,development,multiple designs","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03108404","Predictive Score for Neonatal Mortality for Women With Premature Rupture of Membranes Between 22 and 28 Weeks of Gestation; Predictive Score for Neonatal Mortality for Women With Premature Rupture of Membranes Between 22 and 28 Weeks of Gestation","rayyan-325727834","Predictive Score for Neonatal Mortality for Women With Premature Rupture of Membranes Between 22 and 28 Weeks of Gestation; Predictive Score for Neonatal Mortality for Women With Premature Rupture of Membranes Between 22 and 28 Weeks of Gestation","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: Prognosis,Development,development | USER-NOTES: {""dn.borg""=>[""Not enough information?""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Not enough information?""]",2,0,1,2,0,"Include","Include"
"NCT03110887","Monitoring Outcome in Neonatal Thrombocytopenia; Monitoring Outcome in Neonatal Thrombocytopenia","rayyan-325727835","Monitoring Outcome in Neonatal Thrombocytopenia; Monitoring Outcome in Neonatal Thrombocytopenia","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03118648","Relations Between the Level Upper Limb Paresis Recovery in Output of the Hospital Unit Continued Care and Rehabilitation and Its Level of Use in Lifestyle at Three and Six Months; Recovery of Upper Limb Paresis at Discharge After Stroke and Its Level of Use in Activities of Daily Living 3 to 6 Months Later (Post AVC-AVQ)","rayyan-325727836","Relations Between the Level Upper Limb Paresis Recovery in Output of the Hospital Unit Continued Care and Rehabilitation and Its Level of Use in Lifestyle at Three and Six Months; Recovery of Upper Limb Paresis at Discharge After Stroke and Its Level of Use in Activities of Daily Living 3 to 6 Months Later (Post AVC-AVQ)","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Development,development | USER-NOTES: {""Nicole""=>[""includes sample size justification based on number of events per independent variable (good reference when disucssing pmsample)""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""Nicole""=>[""includes sample size justification based on number of events per independent variable (good reference when disucssing pmsample)""]",2,0,0,2,0,"Include","Include"
"NCT03198975","Development of a Machine Learning-based Model for Preoperative Prediction of Microvascular Invasion in Hepatocellular Carcinoma; Preoperative Prediction of Microvascular Invasion in Hepatocellular Carcinoma","rayyan-325727838","Development of a Machine Learning-based Model for Preoperative Prediction of Microvascular Invasion in Hepatocellular Carcinoma; Preoperative Prediction of Microvascular Invasion in Hepatocellular Carcinoma","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,validation,Development,development | USER-NOTES: {""dn.borg""=>[""Not sure that this one counts as external validation.""]}","""Nicole""=>""Included"", ""dn.borg""=>""Included"", ""dn.borg""=>[""Not sure that this one counts as external validation.""]",2,0,0,2,0,"Include","Include"
"NCT03248557","Early Prognostic Value of an Algorithm Based on Spectral Variables of Ventricular fibrillAtion From the EKG of Patients With suddEn Cardiac Death: a Multicenter Observational Trial; Prognostic Value of Ventricular Fibrillation Spectral Analysis in Sudden Cardiac Death","rayyan-325727842","Early Prognostic Value of an Algorithm Based on Spectral Variables of Ventricular fibrillAtion From the EKG of Patients With suddEn Cardiac Death: a Multicenter Observational Trial; Prognostic Value of Ventricular Fibrillation Spectral Analysis in Sudden Cardiac Death","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT03286491","Development of Clinical Decision Support System to Define 30 Day Adverse Clinical Events (Non Fatal Myocardial Infarction; Cardiac Related Death or Coronary Intervention) for Patients Presenting to Emergency Department With Acute Coronary Syndrome; Clinical Decision Support System to Define 30 Day Adverse Clinical Events for Emergency Department Acute Coronary Syndromes","rayyan-325727845","Development of Clinical Decision Support System to Define 30 Day Adverse Clinical Events (Non Fatal Myocardial Infarction; Cardiac Related Death or Coronary Intervention) for Patients Presenting to Emergency Department With Acute Coronary Syndrome; Clinical Decision Support System to Define 30 Day Adverse Clinical Events for Emergency Department Acute Coronary Syndromes","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Excluded""} | RAYYAN-LABELS: development | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]}","""Nicole""=>""Included"", ""dn.borg""=>""Excluded"", ""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT03303755","Elaboration; Development and Validation of Predictive Models of Weight and Height for the Evaluation of the Growth of Children and Adolescents With Cerebral Palsy; Predictive Models of Weight and Height for the Evaluation of the Growth of Children and Adolescents With Cerebral Palsy","rayyan-325727847","Elaboration; Development and Validation of Predictive Models of Weight and Height for the Evaluation of the Growth of Children and Adolescents With Cerebral Palsy; Predictive Models of Weight and Height for the Evaluation of the Growth of Children and Adolescents With Cerebral Palsy","RAYYAN-INCLUSION: {""Nicole""=>""Maybe"", ""a.barnett""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Diagnostic,Development | RAYYAN-EXCLUSION-REASONS: wrong outcome | USER-NOTES: {""Nicole""=>[""is a prediction model but is unclear if the outcome is related to diagnosis or prognosis.""], ""dn.borg""=>[""Trying to predict weight and height""], ""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]}","""Nicole""=>""Maybe"", ""a.barnett""=>""Excluded"", ""dn.borg""=>""Included"", ""Nicole""=>[""is a prediction model but is unclear if the outcome is related to diagnosis or prognosis.""], ""dn.borg""=>[""Trying to predict weight and height""], ""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]",1,1,1,2,0,"Include","Include"
