"key","title_old","key","title","notes","decision","n_include","n_exclude","n_maybe","n_decisions","to_screen","final_decision","final_decision_conflict"
"NCT02039622","Cardiovascular Toxicity Induced by Antitumoral Drugs: Risk Assessment and Early Diagnosis. CARDIOTOX Registry; Cardiovascular Toxicity Induced by Antitumoral Drugs: Risk Assessment and Early Diagnosis. CARDIOTOX Registry","rayyan-325727785","Cardiovascular Toxicity Induced by Antitumoral Drugs: Risk Assessment and Early Diagnosis. CARDIOTOX Registry; Cardiovascular Toxicity Induced by Antitumoral Drugs: Risk Assessment and Early Diagnosis. CARDIOTOX Registry","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02086136","Aortic Dissection Detection Risk Score Plus D-dimer in the Diagnostic Workup of Suspected Acute Aortic Dissection: a Prospective Multicenter Study; Aortic Dissection Detection Risk Score Plus D-dimer in Suspected Acute Aortic Dissection","rayyan-325727786","Aortic Dissection Detection Risk Score Plus D-dimer in the Diagnostic Workup of Suspected Acute Aortic Dissection: a Prospective Multicenter Study; Aortic Dissection Detection Risk Score Plus D-dimer in Suspected Acute Aortic Dissection","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation | USER-NOTES: {""Nicole""=>[""may be a conflict""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""Nicole""=>[""may be a conflict""]",2,0,0,2,0,"Include","Include"
"NCT02093247","; Characterize Novel Pathogen- and Host- Related Factors in Hospitalized Patients and Patients on the Emergency Department Presenting With Lower Respiratory Tract Infections and/or Sepsis","rayyan-325727787","; Characterize Novel Pathogen- and Host- Related Factors in Hospitalized Patients and Patients on the Emergency Department Presenting With Lower Respiratory Tract Infections and/or Sepsis","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,development | USER-NOTES: {""Nicole""=>[""look up the TAILORED-Treatment consortium"", ""https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-018-3300-9""]}","""Nicole""=>""Included"", ""Rex""=>""Included"", ""Nicole""=>[""look up the TAILORED-Treatment consortium"", ""https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-018-3300-9""]",2,0,0,2,0,"Include","Include"
"NCT02147457","Prematurity as Predictor of Children's Cardiovascular-renal Health (PREMATCH); Prematurity as Predictor of Children's Cardiovascular-renal Health","rayyan-325727788","Prematurity as Predictor of Children's Cardiovascular-renal Health (PREMATCH); Prematurity as Predictor of Children's Cardiovascular-renal Health","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""dn.borg""=>[""Not prediction model I don't think.""]}","""Rex""=>""Excluded"", ""dn.borg""=>""Excluded"", ""dn.borg""=>[""Not prediction model I don't think.""]",0,2,0,2,0,"Exclude","Exclude"
"NCT02176707","Modelling of Quality Life; Clinical and Physiological Measures in Idiopathic Pulmonary Fibrosis; Modelling of Quality Life; Clinical and Physiological Measures in Idiopathic Pulmonary Fibrosis","rayyan-325727789","Modelling of Quality Life; Clinical and Physiological Measures in Idiopathic Pulmonary Fibrosis; Modelling of Quality Life; Clinical and Physiological Measures in Idiopathic Pulmonary Fibrosis","RAYYAN-INCLUSION: {""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design","""Rex""=>""Excluded"", ""dn.borg""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT02210221","Collaborative European NeuroTrauma Effectiveness Research in TBI (CENTER-TBI); CENTER-TBI: Collaborative European NeuroTrauma Effectiveness Research in TBI","rayyan-325727790","Collaborative European NeuroTrauma Effectiveness Research in TBI (CENTER-TBI); CENTER-TBI: Collaborative European NeuroTrauma Effectiveness Research in TBI","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,validation,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02278874","Development of Non-invasive Prenatal Diagnostic Test for Multiple Gestation Pregnancies Based on Fetal DNA Isolated From Maternal Blood; High Risk Multiple Gestation Study","rayyan-325727791","Development of Non-invasive Prenatal Diagnostic Test for Multiple Gestation Pregnancies Based on Fetal DNA Isolated From Maternal Blood; High Risk Multiple Gestation Study","RAYYAN-INCLUSION: {""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development","""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,1,2,0,"Include","Include"
"NCT02336828","Validation of Modified Early Warning Score (MEWS) in Predicting Outcomes in Clinical Oncology Ward Adult Patients; Validation of Modified Early Warning Score (MEWS) in Predicting Outcomes in Clinical Oncology Ward Adult Patients","rayyan-325727792","Validation of Modified Early Warning Score (MEWS) in Predicting Outcomes in Clinical Oncology Ward Adult Patients; Validation of Modified Early Warning Score (MEWS) in Predicting Outcomes in Clinical Oncology Ward Adult Patients","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,Validation | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION:REVISIT LATER"", ""DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""dn.borg""=>""Included"", ""Rex""=>[""DISCUSSED - DECISION:REVISIT LATER"", ""DECISION:INCLUDE""]",1,1,0,2,0,"Include","Include"
"NCT02341937","D-dimer and Pre-test Clinical Probability Score in Cancer Patients With Suspected Deep Vein Thrombosis of the Legs; D-dimer and Pre-test Clinical Probability Score in Cancer Patients With Suspected Deep Vein Thrombosis of the Legs","rayyan-325727793","D-dimer and Pre-test Clinical Probability Score in Cancer Patients With Suspected Deep Vein Thrombosis of the Legs; D-dimer and Pre-test Clinical Probability Score in Cancer Patients With Suspected Deep Vein Thrombosis of the Legs","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: diagnosis,validation,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02352207","Prospective Identification of Predictors of Neonatal Respiratory Distress for Newborns With Prenatally Diagnosed Congenital Lung Malformations : A Population-based; Nationally Representative Study; Risk Factors of Neonatal Respiratory Distress for Newborns With Prenatally Diagnosed Congenital Lung Malformations","rayyan-325727794","Prospective Identification of Predictors of Neonatal Respiratory Distress for Newborns With Prenatally Diagnosed Congenital Lung Malformations : A Population-based; Nationally Representative Study; Risk Factors of Neonatal Respiratory Distress for Newborns With Prenatally Diagnosed Congenital Lung Malformations","RAYYAN-INCLUSION: {""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,Development,development","""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,1,2,0,"Include","Include"
"NCT02412280","; Validity of Different Prognostic Models Assessing 1 Year Survival After Liver Transplantation","rayyan-325727795","; Validity of Different Prognostic Models Assessing 1 Year Survival After Liver Transplantation","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: prognosis,validation | USER-NOTES: {""dn.borg""=>[""Not sure what to do with this one. There isn't any info.""], ""Nicole""=>[""not enough info to determine - exclude""]}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""dn.borg""=>""Maybe"", ""dn.borg""=>[""Not sure what to do with this one. There isn't any info.""], ""Nicole""=>[""not enough info to determine - exclude""]",0,2,1,2,0,"Exclude","Exclude"
"NCT02439554","Risk Factors for Medium-term Adverse Outcomes and Predictive Modeling for Breast Cancer Patients; Risk Factors for Medium-term Adverse Outcomes and Predictive Modeling for Breast Cancer Patients","rayyan-325727796","Risk Factors for Medium-term Adverse Outcomes and Predictive Modeling for Breast Cancer Patients; Risk Factors for Medium-term Adverse Outcomes and Predictive Modeling for Breast Cancer Patients","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,validation,Development,development","""Nicole""=>""Included"", ""dn.borg""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02457637","Chinese Chronic Liver Failure Consortium Acute-on-Chronic Liver Disease and Failure Study --a Prospective Multi-center Study in China; the Largest Hepatitis B Virus High-endemic Region.; Chinese CLIF-C Acute-on-Chronic Liver Disease and Liver Failure Study","rayyan-325727797","Chinese Chronic Liver Failure Consortium Acute-on-Chronic Liver Disease and Failure Study --a Prospective Multi-center Study in China; the Largest Hepatitis B Virus High-endemic Region.; Chinese CLIF-C Acute-on-Chronic Liver Disease and Liver Failure Study","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded""}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT02466854","Bleeding Complications in a Multicenter Registry of Patients Discharged With Diagnosis of Acute Coronary Syndrome and Underwent Percutaneous Coronary Intervention; Bleeding Complications in a Multicenter Registry of Patients Discharged With Diagnosis of Acute Coronary Syndrome","rayyan-325727798","Bleeding Complications in a Multicenter Registry of Patients Discharged With Diagnosis of Acute Coronary Syndrome and Underwent Percutaneous Coronary Intervention; Bleeding Complications in a Multicenter Registry of Patients Discharged With Diagnosis of Acute Coronary Syndrome","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,development","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02474329","Real-PD: Development of Clinical Prognostic Models for Parkinson's Disease From Large-scale Wearable Sensor Deployment and Clinical Data - a Population Based Trial; Real-PD Trial: Development of Clinical Prognostic Models for Parkinson's Disease","rayyan-325727799","Real-PD: Development of Clinical Prognostic Models for Parkinson's Disease From Large-scale Wearable Sensor Deployment and Clinical Data - a Population Based Trial; Real-PD Trial: Development of Clinical Prognostic Models for Parkinson's Disease","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded""} | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION:EXCLUDE\n\nGood example of claiming a prediction model when the analyses doesn't match""]}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded"", ""Rex""=>[""DISCUSSED - DECISION:EXCLUDE\n\nGood example of claiming a prediction model when the analyses doesn't match""]",0,2,0,2,0,"Exclude","Exclude"
"NCT02480452","Brain Lesions in Relation to Motor Profiles of Children With Cerebral Visual Impairment.; Brain Lesions in Relation to Motor Profiles of Children With Cerebral Visual Impairment.","rayyan-325727800","Brain Lesions in Relation to Motor Profiles of Children With Cerebral Visual Impairment.; Brain Lesions in Relation to Motor Profiles of Children With Cerebral Visual Impairment.","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe""} | RAYYAN-LABELS: diagnosis,Diagnostic,Development,development,multiple designs | USER-NOTES: {""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""dn.borg""=>""Maybe"", ""Rex""=>[""DISCUSSED - DECISION:INCLUDE""]",1,1,1,2,0,"Include","Include"
"NCT02513277","Screening for Glucose Intolerance and Development of a Lifestyle Education Programme for Prevention of Type 2 Diabetes in a Population With Learning Disabilities; Diabetes Screening & Prevention for People With Learning (Intellectual) Disabilities:STOP Diabetes Study","rayyan-325727801","Screening for Glucose Intolerance and Development of a Lifestyle Education Programme for Prevention of Type 2 Diabetes in a Population With Learning Disabilities; Diabetes Screening & Prevention for People With Learning (Intellectual) Disabilities:STOP Diabetes Study","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded""}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT02546895","Prospective Registration of Head and Neck Cancer Patients for Clinical Data and Tissue Collection; Prospective Registration of Head and Neck Cancer","rayyan-325727802","Prospective Registration of Head and Neck Cancer Patients for Clinical Data and Tissue Collection; Prospective Registration of Head and Neck Cancer","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
"NCT02581540","Mersey Acute Coronary Syndrome Rule-Out Using High Sensitive Troponin (MACROS) : A Comparison of Risk Scores in Consecutive; Unselected Chest Pain Presentations With Suspected Acute Coronary Syndrome in the Era of High Sensitive Troponin; Mersey Acute Coronary Syndrome Rule-Out Using High Sensitive Troponin","rayyan-325727803","Mersey Acute Coronary Syndrome Rule-Out Using High Sensitive Troponin (MACROS) : A Comparison of Risk Scores in Consecutive; Unselected Chest Pain Presentations With Suspected Acute Coronary Syndrome in the Era of High Sensitive Troponin; Mersey Acute Coronary Syndrome Rule-Out Using High Sensitive Troponin","RAYYAN-INCLUSION: {""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""} | RAYYAN-LABELS: Prognosis,prognosis,validation,Development","""Nicole""=>""Maybe"", ""Rex""=>""Included"", ""dn.borg""=>""Included""",2,0,1,2,0,"Include","Include"
"NCT02585076","A National; Multicenter; Non-interventional; Crosssectional Study for the Determination of the pREvalence of Non-valvular Atrial FIbrillation Among patieNts Diagnosed With Hypertension Attending HEllenic Hypertension Centers; A Cross-sectional Study for the Determination of the Prevalence of Non-valvular Atrial Fibrillation Among Patients Diagnosed With Hypertension","rayyan-325727804","A National; Multicenter; Non-interventional; Crosssectional Study for the Determination of the pREvalence of Non-valvular Atrial FIbrillation Among patieNts Diagnosed With Hypertension Attending HEllenic Hypertension Centers; A Cross-sectional Study for the Determination of the Prevalence of Non-valvular Atrial Fibrillation Among Patients Diagnosed With Hypertension","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded""}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT02641262","Henan ST-segment Elevation Myocardial Infarction (STEMI) Registry; Henan STEMI Registry","rayyan-325727805","Henan ST-segment Elevation Myocardial Infarction (STEMI) Registry; Henan STEMI Registry","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Excluded""}","""Nicole""=>""Excluded"", ""Rex""=>""Excluded""",0,2,0,2,0,"Exclude","Exclude"
"NCT02656589","A Perspective Study of the Predictive Value of microRNA in Patients With HER2 Positive Advanced Stage Breast Cancer Who Were Treated With Herceptin; microRNA of Human Epidermal Growth Factor Receptor 2 ï¼ˆHER2ï¼‰Positive Patient Treated With Herceptin","rayyan-325727806","A Perspective Study of the Predictive Value of microRNA in Patients With HER2 Positive Advanced Stage Breast Cancer Who Were Treated With Herceptin; microRNA of Human Epidermal Growth Factor Receptor 2 Ã¯Â¼Ë†HER2Ã¯Â¼â€°Positive Patient Treated With Herceptin","RAYYAN-INCLUSION: {""Nicole""=>""Excluded"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,development | USER-NOTES: {""Nicole""=>[""not a predictive model as based on correlations only. sounds like assay development""], ""Rex""=>[""DISCUSSED - DECISION:REVISIT"", ""DECISION:EXCLUDE""]}","""Nicole""=>""Excluded"", ""Rex""=>""Included"", ""Nicole""=>[""not a predictive model as based on correlations only. sounds like assay development""], ""Rex""=>[""DISCUSSED - DECISION:REVISIT"", ""DECISION:EXCLUDE""]",1,1,0,2,0,"Exclude","Exclude"
"NCT02658786","Cost Effective Non Invasive Diagnostic Modalities and Predictive Model for Development and Progression of Fibrosis Among Patients With Hepatitis B; Hepatitis C Infection or Non Alcoholic Fatty Liver Disease: A Hospital Based Retrospective Followed by Prospective Cohort Study; Cost Effective Non Invasive Diagnostic Modalities and Predictive Model for Development and Progression of Fibrosis Among Patients With Hepatitis B; Hepatitis C Infection or Non Alcoholic Fatty Liver Disease","rayyan-325727807","Cost Effective Non Invasive Diagnostic Modalities and Predictive Model for Development and Progression of Fibrosis Among Patients With Hepatitis B; Hepatitis C Infection or Non Alcoholic Fatty Liver Disease: A Hospital Based Retrospective Followed by Prospective Cohort Study; Cost Effective Non Invasive Diagnostic Modalities and Predictive Model for Development and Progression of Fibrosis Among Patients With Hepatitis B; Hepatitis C Infection or Non Alcoholic Fatty Liver Disease","RAYYAN-INCLUSION: {""Nicole""=>""Included"", ""Rex""=>""Included""} | RAYYAN-LABELS: prognosis,development,multiple designs","""Nicole""=>""Included"", ""Rex""=>""Included""",2,0,0,2,0,"Include","Include"
