NCT,study_posted,study_start,overall_status,pmid,title,pub_date_entrez,match,reason,note,,,posted_before_pub
NCT04357834,22/04/2020,1/05/2020,Completed,35613417,A Scalable Risk-Scoring System Based on Consumer-Grade Wearables for Inpatients With COVID-19: Statistical Analysis and Model Development.,25/05/2022,1,,,,,1
NCT04359355,24/04/2020,1/01/2020,Recruiting,34034272,Computer-aided detection of colorectal polyps using a newly generated deep convolutional neural network: from development to first clinical experience.,25/05/2021,1,,,,,1
NCT04371562,1/05/2020,1/03/2020,Completed,32230900,"Virology, Epidemiology, Pathogenesis, and Control of COVID-19.",2/04/2020,0,published before posted on ct,,,,0
NCT04371562,1/05/2020,1/03/2020,Completed,32181795,Coronavirus Disease 2019 (COVID-19) in Italy.,18/03/2020,0,published before posted on ct,,,,0
NCT04371562,1/05/2020,1/03/2020,Completed,32167524,"Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.",14/03/2020,0,multivariable analysis,,,,0
NCT04371562,1/05/2020,1/03/2020,Completed,32208493,Recommendations for the admission of patients with COVID-19 to intensive care and intermediate care units (ICUs and IMCUs).,26/03/2020,0,published before posted on ct,,,,0
NCT04383457,12/05/2020,15/05/2020,Completed,35651319,"Remote investigation and assessment of vital signs (RIA-VS)-proof of concept for contactless estimation of blood pressure, pulse, respiratory rate, and oxygen saturation in patients with suspicion of COVID-19.",2/06/2022,0,other,,,,1
NCT04401228,26/05/2020,1/03/2020,"Active, not recruiting",32275978,The Role of Chest Imaging in Patient Management During the COVID-19 Pandemic: A Multinational Consensus Statement From the Fleischner Society.,11/04/2020,0,published before posted on ct,,,,0
NCT04401228,26/05/2020,1/03/2020,"Active, not recruiting",32265220,Prediction models for diagnosis and prognosis of covid-19: systematic review and critical appraisal.,9/04/2020,0,other,review,,,0
NCT04430400,12/06/2020,1/08/2020,Recruiting,33474974,Development and Validation of a Simplified Probability Assessment Score Integrated With Age-Adjusted d-Dimer for Diagnosis of Acute Aortic Syndromes.,21/01/2021,1,,,,,1
NCT04441372,22/06/2020,1/08/2020,Recruiting,35323932,Facilitating Safe Discharge Through Predicting Disease Progression in Moderate Coronavirus Disease 2019 (COVID-19): A Prospective Cohort Study to Develop and Validate a Clinical Prediction Model in Resource-Limited Settings.,24/03/2022,1,,,,,1
NCT04441814,22/06/2020,23/07/2019,Enrolling by invitation,32053470,Time Course of Lung Changes at Chest CT during Recovery from Coronavirus Disease 2019 (COVID-19).,14/02/2020,0,other,,,,0
NCT04441814,22/06/2020,23/07/2019,Enrolling by invitation,32167524,"Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China.",14/03/2020,0,other,,,,0
NCT04441814,22/06/2020,23/07/2019,Enrolling by invitation,32162702,"COVID-19 patients' clinical characteristics, discharge rate, and fatality rate of meta-analysis.",13/03/2020,0,multivariable analysis,,,,0
NCT04441814,22/06/2020,23/07/2019,Enrolling by invitation,32252338,Evidence that Vitamin D Supplementation Could Reduce Risk of Influenza and COVID-19 Infections and Deaths.,8/04/2020,0,other,,,,0
NCT04441814,22/06/2020,23/07/2019,Enrolling by invitation,31756987,In Silico Approach for the Definition of radiomiRNomic Signatures for Breast Cancer Differential Diagnosis.,24/11/2019,0,other,,,,0
NCT04448340,25/06/2020,1/09/2019,Recruiting,33550890,A Novel Machine Learning Algorithm Predicts Dementia With Lewy Bodies Versus Parkinson's Disease Dementia Based on Clinical and Neuropsychological Scores.,8/02/2021,1,,,,,1
NCT04448353,25/06/2020,1/03/2019,Recruiting,34793923,Computed tomography angiographic biomarkers help identify vulnerable carotid artery plaque.,18/11/2021,1,,,,,1
NCT04463706,9/07/2020,1/06/2020,Recruiting,35501359,Machine learning-based model for prediction of clinical deterioration in hospitalized patients by COVID 19.,2/05/2022,1,,,,,1
NCT04463706,9/07/2020,1/06/2020,Recruiting,35143022,Modelling the risk of hospital admission of lab confirmed SARS-CoV-2-infected patients in primary care: a population-based study.,10/02/2022,1,,,,,1
NCT04463706,9/07/2020,1/06/2020,Recruiting,35060833,COPD in SARS-CoV-2 pandemic. baseline characteristics related to hospital admissions.,21/01/2022,1,,,,,1
NCT04463706,9/07/2020,1/06/2020,Recruiting,33400164,Predictors of mortality of COVID-19 in the general population and nursing homes.,5/01/2021,1,,,,,1
NCT04463706,9/07/2020,1/06/2020,Recruiting,37249860,Impact of prior SARS-COV-2 infection and vaccination on COVID-19 hospital admission and mortality amongst nursing home residents.,30/05/2023,0,adjusted prognostic factor study,,,,1
NCT04479150,21/07/2020,1/03/2020,Completed,34535796,Analysis of outcomes of emergency general and gastrointestinal surgery during the COVID-19 pandemic.,18/09/2021,0,other,propensity score analysis,,,1
NCT04479150,21/07/2020,1/03/2020,Completed,33592888,Postoperative complications and mortality following emergency digestive surgery during the COVID-19 pandemic: A multicenter collaborative retrospective cohort study protocol (COVID-CIR).,17/02/2021,0,protocol,,,,1
NCT04481620,22/07/2020,1/08/2020,Recruiting,37405504,Development and external validation of a prediction model for the transition from mild to moderate or severe form of COVID-19.,5/07/2023,0,other,unrelated to NCT,,,1
NCT04490005,28/07/2020,15/09/2020,Recruiting,33980528,"Outcome Prognostication of Acute Brain Injury using the Neurological Pupil Index (ORANGE) study: protocol for a prospective, observational, multicentre, international cohort study.",13/05/2021,0,protocol,,,,1
NCT04490005,28/07/2020,15/09/2020,Recruiting,37652068,"The Neurological Pupil index for outcome prognostication in people with acute brain injury (ORANGE): a prospective, observational, multicentre cohort study.",31/08/2023,1,,not traditional score validation,,,1
NCT04563416,24/09/2020,10/07/2020,Recruiting,35992850,Application of deep learning in the real-time diagnosis of gastric lesion based on magnifying optical enhancement videos.,22/08/2022,1,,,,,1
NCT04565366,25/09/2020,14/05/2015,Enrolling by invitation,26161519,"The Brain and Spinal Injury Center score: a novel, simple, and reproducible method for assessing the severity of acute cervical spinal cord injury with axial T2-weighted MRI findings.",11/07/2015,0,published before posted on ct,,,,0
NCT04565366,25/09/2020,14/05/2015,Enrolling by invitation,30496474,Ultra-Early (<12 Hours) Surgery Correlates With Higher Rate of American Spinal Injury Association Impairment Scale Conversion After Cervical Spinal Cord Injury.,30/11/2018,0,published before posted on ct,,,,0
NCT04565366,25/09/2020,14/05/2015,Enrolling by invitation,32357323,Transforming Research and Clinical Knowledge in Spinal Cord Injury (TRACK-SCI): an overview of initial enrollment and demographics.,2/05/2020,0,published before posted on ct,,,,0
NCT04565366,25/09/2020,14/05/2015,Enrolling by invitation,28973360,Motor Evoked Potentials Correlate With Magnetic Resonance Imaging and Early Recovery After Acute Spinal Cord Injury.,4/10/2017,0,published before posted on ct,,,,0
NCT04565366,25/09/2020,14/05/2015,Enrolling by invitation,30923086,Convolutional Neural Network-Based Automated Segmentation of the Spinal Cord and Contusion Injury: Deep Learning Biomarker Correlates of Motor Impairment in Acute Spinal Cord Injury.,30/03/2019,0,published before posted on ct,,,,0
NCT04575337,5/10/2020,1/10/2020,Recruiting,35109911,Detection of plasma Aβ seeding activity by a newly developed analyzer for diagnosis of Alzheimer's disease.,3/02/2022,0,biomarker,,,,1
NCT04575337,5/10/2020,1/10/2020,Recruiting,36155508,"Serum Homocysteine, Vitamin B12, Folate, and Their Association with Mild Cognitive Impairment and Subtypes of Dementia.",26/09/2022,0,biomarker,,,,1
NCT04575337,5/10/2020,1/10/2020,Recruiting,36003963,Contribution of blood-brain barrier-related blood-borne factors for Alzheimer's disease vs. vascular dementia diagnosis: A pilot study.,25/08/2022,0,biomarker,,,,1
NCT04577105,6/10/2020,1/04/2020,Completed,32325282,Chest CT findings of COVID-19 pneumonia by duration of symptoms.,24/04/2020,0,other,,,,0
NCT04577105,6/10/2020,1/04/2020,Completed,32339082,CO-RADS: A Categorical CT Assessment Scheme for Patients Suspected of Having COVID-19-Definition and Evaluation.,28/04/2020,0,other,reliability study; NCT details do not match based on authors and country,,,0
NCT04577105,6/10/2020,1/04/2020,Completed,32396163,Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.,13/05/2020,0,other,wrong NCT,,,0
NCT04577105,6/10/2020,1/04/2020,Completed,32291197,COVID-19 pneumonia: A review of typical CT findings and differential diagnosis.,16/04/2020,0,published before posted on ct,,,,0
NCT04577105,6/10/2020,1/04/2020,Completed,32321656,Radiological findings for diagnosis of SARS-CoV-2 pneumonia (COVID-19).,24/04/2020,0,published before posted on ct,,,,0
NCT04583072,12/10/2020,15/12/2019,Recruiting,32641739,Ethnic variation in prostate cancer detection: a feasibility study for use of the Stockholm3 test in a multiethnic U.S. cohort.,10/07/2020,0,published before posted on ct,,,,0
NCT04583306,12/10/2020,1/06/2020,Recruiting,33009413,Early prediction of disease progression in COVID-19 pneumonia patients with chest CT and clinical characteristics.,3/10/2020,0,other,wrong NCT - reference,,,0
NCT04583306,12/10/2020,1/06/2020,Recruiting,32576912,Human salivary Raman fingerprint as biomarker for the diagnosis of Amyotrophic Lateral Sclerosis.,25/06/2020,0,published before posted on ct,,,,0
NCT04590716,19/10/2020,2/10/2020,Completed,37588667,"A decentralized, prospective, observational study to collect real-world data from patients with myasthenia gravis using smartphones.",17/08/2023,0,other,,,,1
NCT04592068,19/10/2020,1/05/2020,Recruiting,36878715,"Application of artificial intelligence system for screening multiple fundus diseases in Chinese primary healthcare settings: a real-world, multicentre and cross-sectional study of 4795 cases.",6/03/2023,1,,,,,1
NCT04601415,23/10/2020,1/02/2021,Recruiting,34998740,"Point-of-care screening for heart failure with reduced ejection fraction using artificial intelligence during ECG-enabled stethoscope examination in London, UK: a prospective, observational, multicentre study.",9/01/2022,1,,,,,1
NCT04605822,28/10/2020,15/12/2020,Recruiting,37453242,Diagnostic performance of augmented intelligence with 2D and 3D total body photography and convolutional neural networks in a high-risk population for melanoma under real-world conditions: A new era of skin cancer screening?,15/07/2023,1,,,,,1
NCT04607083,28/10/2020,22/10/2020,Completed,35562098,Artificial intelligence-assisted optical diagnosis for the resect-and-discard strategy in clinical practice: the Artificial intelligence BLI Characterization (ABC) study.,13/05/2022,1,,,,,1
NCT04609163,30/10/2020,1/12/2020,Not yet recruiting,34752491,A maChine and deep Learning Approach to predict pulmoNary hyperteNsIon in newbornS with congenital diaphragmatic Hernia (CLANNISH): Protocol for a retrospective study.,9/11/2021,0,protocol,,,,1
NCT04615520,4/11/2020,1/05/2020,Completed,36726191,Prospective multicenter external validation of postoperative mortality prediction tools in patients undergoing emergency laparotomy.,2/02/2023,1,,,,,1
NCT04648852,2/12/2020,1/10/2017,"Active, not recruiting",37248650,Development of a tool to predict the risk of incident heart failure in a general population: the HUNT for HF risk score.,30/05/2023,1,,,,,1
NCT04655443,7/12/2020,29/08/2017,Terminated,29878481,A review of factors associated with maintenance of sinus rhythm after elective electrical cardioversion for atrial fibrillation.,8/06/2018,0,other,,,,0
NCT04657900,8/12/2020,2/11/2020,Enrolling by invitation,34728455,Predicting patient-level new-onset atrial fibrillation from population-based nationwide electronic health records: protocol of FIND-AF for developing a precision medicine prediction model using artificial intelligence.,3/11/2021,0,protocol,,,,1
NCT04666662,14/12/2020,15/01/2021,Not yet recruiting,34215317,The development and validation of a prognostic model to PREDICT Relapse of depression in adult patients in primary care: protocol for the PREDICTR study.,3/07/2021,0,protocol,,,,1
NCT04679727,22/12/2020,7/10/2020,Recruiting,35763768,Detecting the vulnerable carotid plaque: the Carotid Artery Multimodality imaging Prognostic study design.,28/06/2022,0,protocol,,,,1
NCT04689685,30/12/2020,1/01/2021,Recruiting,36805169,Noninvasive Hypoglycemia Detection in People With Diabetes Using Smartwatch Data.,22/02/2023,1,,,,,1
NCT04701177,8/01/2021,15/02/2021,Enrolling by invitation,34168269,Using a Digital Neuro Signature to measure longitudinal individual-level change in Alzheimer's disease: the Altoida large cohort study.,25/06/2021,0,other,,,,1
NCT04707859,13/01/2021,5/01/2021,Recruiting,37487656,Danish study of Non-Invasive Testing in Coronary Artery Disease 3 (Dan-NICAD 3): study design of a controlled study on optimal diagnostic strategy.,24/07/2023,0,protocol,,,,1
NCT04713852,19/01/2021,13/03/2020,Completed,34258059,Validation of the Acute Physiology and Chronic Health Evaluation (APACHE) II and IV Score in COVID-19 Patients.,14/07/2021,1,,"validation of clincial scores, not development of a new model. In line with record objectives",,,1
NCT04719117,22/01/2021,1/09/2020,Enrolling by invitation,35554877,An artificial intelligence difficulty scoring system for stone removal during ERCP: a prospective validation.,13/05/2022,1,,not traditional score validation,,,1
NCT04730778,29/01/2021,15/04/2021,Recruiting,37358644,Predictive value of CHA2DS2VASC score for contrast-induced nephropathy after primary percutaneous coronary intervention for patients presenting with acute ST-segment elevation myocardial infarction.,26/06/2023,1,,,,,1
NCT04749277,11/02/2021,1/01/2021,Completed,33494106,Performance of a new integrated computer-assisted system (CADe/CADx) for detection and characterization of colorectal neoplasia.,25/01/2021,0,published before posted on ct,,,,0
NCT04756297,16/02/2021,1/07/2020,Completed,34237347,Lung Ultrasound for Prediction of Bronchopulmonary Dysplasia in Extreme Preterm Neonates: A Prospective Diagnostic Cohort Study.,8/07/2021,0,biomarker,,,,1
NCT04773938,26/02/2021,27/05/2020,Recruiting,35105647,Endoscopic third ventriculostomy for adults with hydrocephalus: creating a prognostic model for success: protocol for a retrospective multicentre study (Nordic ETV).,2/02/2022,0,protocol,,,,1
NCT04780373,3/03/2021,27/02/2020,Completed,34637082,"PaO2/FiO2 ratio forecasts COVID-19 patients' outcome regardless of age: a cross-sectional, monocentric study.",12/10/2021,0,biomarker,,,,1
NCT04798456,15/03/2021,1/06/2020,Recruiting,36494776,"PerBrain: a multimodal approach to personalized tracking of evolving state-of-consciousness in brain-injured patients: protocol of an international, multicentric, observational study.",10/12/2022,0,protocol,,,,1
NCT04834934,8/04/2021,16/02/2020,Recruiting,32202722,Fair Allocation of Scarce Medical Resources in the Time of Covid-19.,24/03/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32535188,"Early predictors of clinical outcomes of COVID-19 outbreak in Milan, Italy.",15/06/2020,0,multivariable analysis,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,33633145,Machine learning based predictors for COVID-19 disease severity.,26/02/2021,0,unrelated to NCT,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,33165767,Chest CT in the emergency department for suspected COVID-19 pneumonia.,9/11/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,33059986,Strategies to prevent COVID-19 transmission in the emergency department of a regional base hospital in Korea: From index patient until pandemic declaration.,16/10/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32101510,Correlation of Chest CT and RT-PCR Testing for Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases.,27/02/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,33231531,DeepCOVID-XR: An Artificial Intelligence Algorithm to Detect COVID-19 on Chest Radiographs Trained and Tested on a Large U.S. Clinical Data Set.,24/11/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32787701,Model-based Prediction of Critical Illness in Hospitalized Patients with COVID-19.,14/08/2020,0,other,wrong NCT - reference,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32492874,Using Machine Learning to Predict ICU Transfer in Hospitalized COVID-19 Patients.,5/06/2020,0,other,wrong NCT,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32669540,Early triage of critically ill COVID-19 patients using deep learning.,17/07/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,33319321,Chest x-ray severity score in COVID-19 patients on emergency department admission: a two-centre study.,15/12/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32216717,Frequency and Distribution of Chest Radiographic Findings in Patients Positive for COVID-19.,29/03/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32715300,Coronary CT Angiography and Carotid MRI Improve Phenotyping of Disease Extent Compared with ACC/AHA Risk Score Alone.,28/07/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32350794,Use of CT and artificial intelligence in suspected or COVID-19 positive patients: statement of the Italian Society of Medical and Interventional Radiology.,1/05/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32339081,Artificial Intelligence Augmentation of Radiologist Performance in Distinguishing COVID-19 from Pneumonia of Other Origin at Chest CT.,28/04/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32191588,Using Artificial Intelligence to Detect COVID-19 and Community-acquired Pneumonia Based on Pulmonary CT: Evaluation of the Diagnostic Accuracy.,20/03/2020,0,published before posted on ct,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,33744175,Coronary and total thoracic calcium scores predict mortality and provides pathophysiologic insights in COVID-19 patients.,21/03/2021,0,adjusted prognostic factor study,,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,33355697,Chest CT-derived pulmonary artery enlargement at the admission predicts overall survival in COVID-19 patients: insight from 1461 consecutive patients in Italy.,23/12/2020,0,published before posted on ct,cpm,,,0
NCT04834934,8/04/2021,16/02/2020,Recruiting,32942198,The prognostic value of pneumonia severity score and pectoralis muscle Area on chest CT in adult COVID-19 patients.,17/09/2020,0,published before posted on ct,,,,0
NCT04858893,26/04/2021,1/01/2017,Completed,35410449,Optimization of cognitive assessment in Parkinsonisms by applying artificial intelligence to a comprehensive screening test.,12/04/2022,1,,,,,1
NCT04881383,11/05/2021,1/04/2020,Recruiting,35613775,Development and validation of a diabetes mellitus and prediabetes risk prediction function for case finding in primary care in Hong Kong: a cross-sectional study and a prospective study protocol paper.,25/05/2022,0,protocol,,,,1
NCT04883879,12/05/2021,11/12/2019,Recruiting,34957004,Deep-Learning Approach to Predict Survival Outcomes Using Wearable Actigraphy Device Among End-Stage Cancer Patients.,27/12/2021,1,,,,,1
NCT04889729,17/05/2021,15/03/2021,"Active, not recruiting",36930857,Real-World Validation of Molecular International Prognostic Scoring System for Myelodysplastic Syndromes.,17/03/2023,0,other,validation but not the model they�ve planned to develop,,,1
NCT04889729,17/05/2021,15/03/2021,"Active, not recruiting",36436542,"A sex-informed approach to improve the personalised decision making process in myelodysplastic syndromes: a multicentre, observational cohort study.",27/11/2022,1,,,,,1
NCT04890730,18/05/2021,1/11/2020,Recruiting,36356684,Baveno VII algorithm outperformed other models in ruling out high-risk varices in individuals with HBV-related cirrhosis.,10/11/2022,0,other,validation but not the model they�ve planned to develop,,,1
NCT04893200,19/05/2021,1/02/2020,Completed,32112116,CT-based radiomics and machine learning to predict spread through air space in lung adenocarcinoma.,1/03/2020,0,other,wrong NCT - reference,,,0
NCT04893200,19/05/2021,1/02/2020,Completed,32011674,Radiomics-based prediction for tumour spread through air spaces in stage I lung adenocarcinoma using machine learning.,4/02/2020,0,other,wrong NCT - reference,,,0
NCT04893200,19/05/2021,1/02/2020,Completed,32622312,Radiomics nomograms of tumors and peritumoral regions for the preoperative prediction of spread through air spaces in lung adenocarcinoma.,5/07/2020,0,other,wrong NCT - reference,,,0
NCT04893200,19/05/2021,1/02/2020,Completed,35529792,Role of radiomics in predicting lung cancer spread through air spaces in a heterogeneous dataset.,9/05/2022,1,,,,,1
NCT04907266,28/05/2021,1/06/2018,Completed,34544675,External validation of Chronic Pancreatitis Prognosis Score (COPPS): A prospective cohort study.,21/09/2021,1,,"validation based on correlation with outcomes, not trad metrics",,,1
NCT05010330,18/08/2021,1/07/2020,Recruiting,32805489,Multi-omics Data Analyses Construct TME and Identify the Immune-Related Prognosis Signatures in Human LUAD.,18/08/2020,0,published before posted on ct,cpm,,,0
NCT05018104,24/08/2021,4/01/2016,"Active, not recruiting",35568510,Development and internal validation of a multivariable risk prediction model for severe rebound pain after foot and ankle surgery involving single-shot popliteal sciatic nerve block.,14/05/2022,1,,,,,1
NCT05020106,25/08/2021,1/09/2018,Recruiting,31422798,"Concordance between the assessment of Aβ42, T-tau, and P-T181-tau in peripheral blood neuronal-derived exosomes and cerebrospinal fluid.",20/08/2019,0,biomarker,,,,0
NCT05024591,27/08/2021,1/02/2021,Recruiting,35133093,Artificial Intelligence for Breast Cancer Screening in Mammography (AI-STREAM): A Prospective Multicenter Study Design in Korea Using AI-Based CADe/x.,8/02/2022,0,protocol,,,,1
NCT05034185,5/09/2021,3/03/2021,Recruiting,37040553,Real-World Validation of a Computer-Aided Diagnosis System for Prediction of Polyp Histology in Colonoscopy: A Prospective Multicenter Study.,11/04/2023,1,,,,,1
NCT05041777,13/09/2021,15/02/2017,"Active, not recruiting",32147505,Optical Coherence Tomography for Noninvasive Diagnosis and Subtyping of Basal Cell Carcinoma: A Prospective Cohort Study.,10/03/2020,0,other,,,,0
NCT05066776,4/10/2021,23/09/2021,Recruiting,35122035,Circulating tumor DNA and liquid biopsy in oncology.,5/02/2022,0,other,review - ref,,,1
NCT05090306,22/10/2021,1/11/2020,Recruiting,36631859,Learning deep architectures for the interpretation of first-trimester fetal echocardiography (LIFE) - a study protocol for developing an automated intelligent decision support system for early fetal echocardiography.,11/01/2023,0,protocol,,,,1
NCT05095324,27/10/2021,7/09/2021,"Active, not recruiting",36579349,In silico high-throughput screening system for AKT1 activators with therapeutic applications in sepsis acute lung injury.,29/12/2022,0,other,,,,1
NCT05110430,8/11/2021,10/03/2021,"Active, not recruiting",36698217,Deep learning based identification of bone scintigraphies containing metastatic bone disease foci.,26/01/2023,1,,,,,1
NCT05132465,24/11/2021,12/10/2021,Recruiting,35502192,The Liverpool Heart And bRain Project (L-HARP): Protocol for an Observational Cohort Study of Cardiovascular Risk and Outcomes Following Stroke.,3/05/2022,0,protocol,,,,1
NCT05135377,26/11/2021,1/03/2022,Not yet recruiting,36316072,"Canadian Anaphylaxis Network-Predicting Recurrence after Emergency Presentation for Allergic REaction (CAN-PREPARE): a prospective, cohort study protocol.",31/10/2022,0,protocol,,,,1
NCT05147389,7/12/2021,1/10/2020,"Active, not recruiting",34508767,Artificial intelligence for automatic diagnosis of biliary stricture malignancy status in single-operator cholangioscopy: a pilot study.,11/09/2021,0,,prediction model but does not include NCT investigators and all authors are in the non-study country,,,0
NCT05147389,7/12/2021,1/10/2020,"Active, not recruiting",34478737,Digital single-operator cholangioscopy interobserver study using a new classification: the Mendoza Classification (with video).,3/09/2021,0,published before posted on ct,,,,0
NCT05147389,7/12/2021,1/10/2020,"Active, not recruiting",33783691,Digital Cholangioscopic Interpretation: When North Meets the South.,30/03/2021,0,published before posted on ct,,,,0
NCT05147389,7/12/2021,1/10/2020,"Active, not recruiting",36781156,Artificial intelligence for diagnosing neoplasia on digital cholangioscopy: development and multicenter validation of a convolutional neural network model.,13/02/2023,1,,,,,1
NCT05167812,22/12/2021,1/02/2022,Not yet recruiting,36153018,Development of the OPAL prediction model for prediction of live birth in couples with recurrent pregnancy loss: protocol for a prospective and retrospective cohort study in the Netherlands.,24/09/2022,0,protocol,,,,1
NCT05170282,27/12/2021,1/01/2021,Recruiting,37462798,MRI-based deep learning model for differentiation of hepatic hemangioma and hepatoblastoma in early infancy.,18/07/2023,1,,,,,1
NCT05194787,18/01/2022,5/03/2021,Recruiting,35850660,The TAS Test project: a prospective longitudinal validation of new online motor-cognitive tests to detect preclinical Alzheimer's disease and estimate 5-year risks of cognitive decline and dementia.,19/07/2022,0,protocol,,,,1
NCT05215457,31/01/2022,7/10/2017,Recruiting,32028427,Comparison of severity index and plasma paraquat concentration for predicting survival after paraquat poisoning: A meta-analysis.,7/02/2020,0,other,wrong NCT - reference,,,0
NCT05215457,31/01/2022,7/10/2017,Recruiting,34543159,The acute paraquat poisoning mortality (APPM) score to predict the risk of death in paraquat-poisoned patients.,20/09/2021,0,other,wrong NCT - reference,,,0
NCT05215457,31/01/2022,7/10/2017,Recruiting,32734801,Lethal diquat poisoning manifesting as central pontine myelinolysis and acute kidney injury: A case report and literature review.,1/08/2020,0,published before posted on ct,,,,0
NCT05215457,31/01/2022,7/10/2017,Recruiting,29569487,"Human and experimental toxicology of diquat poisoning: Toxicokinetics, mechanisms of toxicity, clinical features, and treatment.",24/03/2018,0,published before posted on ct,,,,0
NCT05215457,31/01/2022,7/10/2017,Recruiting,34074081,[Four cases of acute diquat poisoning with prominent epileptoid seizure and literature review].,2/06/2021,0,published before posted on ct,,,,0
NCT05215457,31/01/2022,7/10/2017,Recruiting,33296104,Simultaneous determination of paraquat and diquat in human plasma by HPLC-DAD: Its application in acute poisoning patients induced by these two herbicides.,9/12/2020,0,published before posted on ct,,,,0
NCT05215457,31/01/2022,7/10/2017,Recruiting,34182818,High-dose diquat poisoning: a case report.,29/06/2021,0,published before posted on ct,,,,0
NCT05218837,1/02/2022,30/10/2018,Completed,32835724,"Symptoms of fecal incontinence two decades after no, one, or two obstetrical anal sphincter injuries.",25/08/2020,0,other,,,,0
NCT05235399,11/02/2022,1/06/2022,Not yet recruiting,36482482,Exploring right ventricular function applicability in a prediction model to identify preterm infants with early bronchopulmonary dysplasia (REPORT-BPD study): a mixed-methods observational cohort feasibility study protocol.,9/12/2022,0,protocol,,,,1
NCT05240742,15/02/2022,1/10/2021,Enrolling by invitation,37868959,Biomarkers of sustained systemic inflammation and microvascular dysfunction associated with post-COVID-19 condition symptoms at 24 months after SARS-CoV-2-infection.,23/10/2023,0,other,descriptive study,,,1
NCT05240742,15/02/2022,1/10/2021,Enrolling by invitation,36446465,"Prevalence, pathophysiology, prediction and health-related quality of life of long COVID: study protocol of the longitudinal multiple cohort CORona Follow Up (CORFU) study.",29/11/2022,0,protocol,,,,1
