"NCT","study_posted","study_start","overall_status","pmid","title","pub_date_entrez"
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32202722","Fair Allocation of Scarce Medical Resources in the Time of Covid-19.",2020-03-24
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32535188","Early predictors of clinical outcomes of COVID-19 outbreak in Milan, Italy.",2020-06-15
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","33633145","Machine learning based predictors for COVID-19 disease severity.",2021-02-26
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","33165767","Chest CT in the emergency department for suspected COVID-19 pneumonia.",2020-11-09
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","33059986","Strategies to prevent COVID-19 transmission in the emergency department of a regional base hospital in Korea: From index patient until pandemic declaration.",2020-10-16
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32101510","Correlation of Chest CT and RT-PCR Testing for Coronavirus Disease 2019 (COVID-19) in China: A Report of 1014 Cases.",2020-02-27
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","33231531","DeepCOVID-XR: An Artificial Intelligence Algorithm to Detect COVID-19 on Chest Radiographs Trained and Tested on a Large U.S. Clinical Data Set.",2020-11-24
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32787701","Model-based Prediction of Critical Illness in Hospitalized Patients with COVID-19.",2020-08-14
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32492874","Using Machine Learning to Predict ICU Transfer in Hospitalized COVID-19 Patients.",2020-06-05
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32669540","Early triage of critically ill COVID-19 patients using deep learning.",2020-07-17
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","33319321","Chest x-ray severity score in COVID-19 patients on emergency department admission: a two-centre study.",2020-12-15
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32216717","Frequency and Distribution of Chest Radiographic Findings in Patients Positive for COVID-19.",2020-03-29
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32715300","Coronary CT Angiography and Carotid MRI Improve Phenotyping of Disease Extent Compared with ACC/AHA Risk Score Alone.",2020-07-28
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32350794","Use of CT and artificial intelligence in suspected or COVID-19 positive patients: statement of the Italian Society of Medical and Interventional Radiology.",2020-05-01
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32339081","Artificial Intelligence Augmentation of Radiologist Performance in Distinguishing COVID-19 from Pneumonia of Other Origin at Chest CT.",2020-04-28
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32191588","Using Artificial Intelligence to Detect COVID-19 and Community-acquired Pneumonia Based on Pulmonary CT: Evaluation of the Diagnostic Accuracy.",2020-03-20
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","33744175","Coronary and total thoracic calcium scores predict mortality and provides pathophysiologic insights in COVID-19 patients.",2021-03-21
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","33355697","Chest CT-derived pulmonary artery enlargement at the admission predicts overall survival in COVID-19 patients: insight from 1461 consecutive patients in Italy.",2020-12-23
"NCT04834934",2021-04-08,2020-02-16,"Recruiting","32942198","The prognostic value of pneumonia severity score and pectoralis muscle Area on chest CT in adult COVID-19 patients.",2020-09-17
"NCT04858893",2021-04-26,2017-01-01,"Completed","35410449","Optimization of cognitive assessment in Parkinsonisms by applying artificial intelligence to a comprehensive screening test.",2022-04-12
"NCT04881383",2021-05-11,2020-04-01,"Recruiting","35613775","Development and validation of a diabetes mellitus and prediabetes risk prediction function for case finding in primary care in Hong Kong: a cross-sectional study and a prospective study protocol paper.",2022-05-25
"NCT04883879",2021-05-12,2019-12-11,"Recruiting","34957004","Deep-Learning Approach to Predict Survival Outcomes Using Wearable Actigraphy Device Among End-Stage Cancer Patients.",2021-12-27
"NCT04889729",2021-05-17,2021-03-15,"Active, not recruiting","36930857","Real-World Validation of Molecular International Prognostic Scoring System for Myelodysplastic Syndromes.",2023-03-17
"NCT04889729",2021-05-17,2021-03-15,"Active, not recruiting","36436542","A sex-informed approach to improve the personalised decision making process in myelodysplastic syndromes: a multicentre, observational cohort study.",2022-11-27
"NCT04890730",2021-05-18,2020-11-01,"Recruiting","36356684","Baveno VII algorithm outperformed other models in ruling out high-risk varices in individuals with HBV-related cirrhosis.",2022-11-10
"NCT04893200",2021-05-19,2020-02-01,"Completed","32112116","CT-based radiomics and machine learning to predict spread through air space in lung adenocarcinoma.",2020-03-01
"NCT04893200",2021-05-19,2020-02-01,"Completed","32011674","Radiomics-based prediction for tumour spread through air spaces in stage I lung adenocarcinoma using machine learning.",2020-02-04
"NCT04893200",2021-05-19,2020-02-01,"Completed","32622312","Radiomics nomograms of tumors and peritumoral regions for the preoperative prediction of spread through air spaces in lung adenocarcinoma.",2020-07-05
"NCT04893200",2021-05-19,2020-02-01,"Completed","35529792","Role of radiomics in predicting lung cancer spread through air spaces in a heterogeneous dataset.",2022-05-09
"NCT04907266",2021-05-28,2018-06-01,"Completed","34544675","External validation of Chronic Pancreatitis Prognosis Score (COPPS): A prospective cohort study.",2021-09-21
"NCT05010330",2021-08-18,2020-07-01,"Recruiting","32805489","Multi-omics Data Analyses Construct TME and Identify the Immune-Related Prognosis Signatures in Human LUAD.",2020-08-18
"NCT05018104",2021-08-24,2016-01-04,"Active, not recruiting","35568510","Development and internal validation of a multivariable risk prediction model for severe rebound pain after foot and ankle surgery involving single-shot popliteal sciatic nerve block.",2022-05-14
"NCT05020106",2021-08-25,2018-09-01,"Recruiting","31422798","Concordance between the assessment of Aβ42, T-tau, and P-T181-tau in peripheral blood neuronal-derived exosomes and cerebrospinal fluid.",2019-08-20
"NCT05024591",2021-08-27,2021-02-01,"Recruiting","35133093","Artificial Intelligence for Breast Cancer Screening in Mammography (AI-STREAM): A Prospective Multicenter Study Design in Korea Using AI-Based CADe/x.",2022-02-08
"NCT05034185",2021-09-05,2021-03-03,"Recruiting","37040553","Real-World Validation of a Computer-Aided Diagnosis System for Prediction of Polyp Histology in Colonoscopy: A Prospective Multicenter Study.",2023-04-11
"NCT05041777",2021-09-13,2017-02-15,"Active, not recruiting","32147505","Optical Coherence Tomography for Noninvasive Diagnosis and Subtyping of Basal Cell Carcinoma: A Prospective Cohort Study.",2020-03-10
"NCT05066776",2021-10-04,2021-09-23,"Recruiting","35122035","Circulating tumor DNA and liquid biopsy in oncology.",2022-02-05
"NCT05090306",2021-10-22,2020-11-01,"Recruiting","36631859","Learning deep architectures for the interpretation of first-trimester fetal echocardiography (LIFE) - a study protocol for developing an automated intelligent decision support system for early fetal echocardiography.",2023-01-11
"NCT05095324",2021-10-27,2021-09-07,"Active, not recruiting","36579349","In silico high-throughput screening system for AKT1 activators with therapeutic applications in sepsis acute lung injury.",2022-12-29
"NCT05110430",2021-11-08,2021-03-10,"Active, not recruiting","36698217","Deep learning based identification of bone scintigraphies containing metastatic bone disease foci.",2023-01-26
"NCT05132465",2021-11-24,2021-10-12,"Recruiting","35502192","The Liverpool Heart And bRain Project (L-HARP): Protocol for an Observational Cohort Study of Cardiovascular Risk and Outcomes Following Stroke.",2022-05-03
"NCT05135377",2021-11-26,2022-03-01,"Not yet recruiting","36316072","Canadian Anaphylaxis Network-Predicting Recurrence after Emergency Presentation for Allergic REaction (CAN-PREPARE): a prospective, cohort study protocol.",2022-10-31
"NCT05147389",2021-12-07,2020-10-01,"Active, not recruiting","34508767","Artificial intelligence for automatic diagnosis of biliary stricture malignancy status in single-operator cholangioscopy: a pilot study.",2021-09-11
"NCT05147389",2021-12-07,2020-10-01,"Active, not recruiting","34478737","Digital single-operator cholangioscopy interobserver study using a new classification: the Mendoza Classification (with video).",2021-09-03
"NCT05147389",2021-12-07,2020-10-01,"Active, not recruiting","33783691","Digital Cholangioscopic Interpretation: When North Meets the South.",2021-03-30
"NCT05147389",2021-12-07,2020-10-01,"Active, not recruiting","36781156","Artificial intelligence for diagnosing neoplasia on digital cholangioscopy: development and multicenter validation of a convolutional neural network model.",2023-02-13
"NCT05167812",2021-12-22,2022-02-01,"Not yet recruiting","36153018","Development of the OPAL prediction model for prediction of live birth in couples with recurrent pregnancy loss: protocol for a prospective and retrospective cohort study in the Netherlands.",2022-09-24
"NCT05170282",2021-12-27,2021-01-01,"Recruiting","37462798","MRI-based deep learning model for differentiation of hepatic hemangioma and hepatoblastoma in early infancy.",2023-07-18
"NCT05194787",2022-01-18,2021-03-05,"Recruiting","35850660","The TAS Test project: a prospective longitudinal validation of new online motor-cognitive tests to detect preclinical Alzheimer's disease and estimate 5-year risks of cognitive decline and dementia.",2022-07-19
"NCT05215457",2022-01-31,2017-10-07,"Recruiting","32028427","Comparison of severity index and plasma paraquat concentration for predicting survival after paraquat poisoning: A meta-analysis.",2020-02-07
"NCT05215457",2022-01-31,2017-10-07,"Recruiting","34543159","The acute paraquat poisoning mortality (APPM) score to predict the risk of death in paraquat-poisoned patients.",2021-09-20
"NCT05215457",2022-01-31,2017-10-07,"Recruiting","32734801","Lethal diquat poisoning manifesting as central pontine myelinolysis and acute kidney injury: A case report and literature review.",2020-08-01
"NCT05215457",2022-01-31,2017-10-07,"Recruiting","29569487","Human and experimental toxicology of diquat poisoning: Toxicokinetics, mechanisms of toxicity, clinical features, and treatment.",2018-03-24
"NCT05215457",2022-01-31,2017-10-07,"Recruiting","34074081","[Four cases of acute diquat poisoning with prominent epileptoid seizure and literature review].",2021-06-02
"NCT05215457",2022-01-31,2017-10-07,"Recruiting","33296104","Simultaneous determination of paraquat and diquat in human plasma by HPLC-DAD: Its application in acute poisoning patients induced by these two herbicides.",2020-12-09
"NCT05215457",2022-01-31,2017-10-07,"Recruiting","34182818","High-dose diquat poisoning: a case report.",2021-06-29
"NCT05218837",2022-02-01,2018-10-30,"Completed","32835724","Symptoms of fecal incontinence two decades after no, one, or two obstetrical anal sphincter injuries.",2020-08-25
"NCT05235399",2022-02-11,2022-06-01,"Not yet recruiting","36482482","Exploring right ventricular function applicability in a prediction model to identify preterm infants with early bronchopulmonary dysplasia (REPORT-BPD study): a mixed-methods observational cohort feasibility study protocol.",2022-12-09
"NCT05240742",2022-02-15,2021-10-01,"Enrolling by invitation","37868959","Biomarkers of sustained systemic inflammation and microvascular dysfunction associated with post-COVID-19 condition symptoms at 24 months after SARS-CoV-2-infection.",2023-10-23
"NCT05240742",2022-02-15,2021-10-01,"Enrolling by invitation","36446465","Prevalence, pathophysiology, prediction and health-related quality of life of long COVID: study protocol of the longitudinal multiple cohort CORona Follow Up (CORFU) study.",2022-11-29
