,NCT,PMID,title,prob_adj,match,protocol,biomarker,mutivariable,other
187,NCT04670094,34387851,Clinical characteristics and risk factors of COVID-19 patients with chronic hepatitis B: a multi-center retrospective cohort study.,0.335887573,,,,,
188,NCT04670094,35287158,Sex-related differences in patients with coronavirus disease 2019: results of the Cardio-COVID-Italy multicentre study.,0.377706522,,,,,
189,NCT04670094,35338811,A multicenter study of confirmed COVID-19 cases: preliminary data on 2690 pediatric patients in Argentina during the first year of the pandemic.,0.313160966,,,,,
190,NCT04670094,33575241,Sensitivity of SARS-CoV-2 Detection With Nasopharyngeal Swabs.,0.146375163,,,,,
191,NCT04670094,34130961,Risk factors for severity on admission and the disease progression during hospitalisation in a large cohort of patients with COVID-19 in Japan.,0.341034679,,,,,
192,NCT04670094,34312430,Clinical outcomes of hospitalized COVID-19 patients with renal injury: a multi-hospital observational study from Wuhan.,0.081396786,,,,,
193,NCT04670094,34535175,Clinical and laboratory findings and PCR results in severe and non-severe COVID19 patients based on CURB-65 and WHO severity indices.,0.057617479,,,,,
194,NCT04670094,35866793,Association between smoking and COVID-19 severity: A multicentre retrospective observational study.,0.277891135,,,,,
195,NCT04670094,33731019,Characteristics of patients with Coronavirus Disease 2019 (COVID-19) and seasonal influenza at time of hospital admission: a single center comparative study.,0.402516785,,,,,
196,NCT04670094,34973126,Low in-hospital mortality rate in patients with COVID-19 receiving thromboprophylaxis: data from the multicentre observational START-COVID Register.,0.322016705,,,,,
197,NCT04670094,35911387,Prevalence of Long COVID-19 Symptoms After Hospital Discharge in Frail and Robust Patients.,0.322351228,,,,,
198,NCT04665492,29751110,Electroencephalographic Predictors of Neuropathic Pain in Subacute Spinal Cord Injury.,0.786334942,,,,,
199,NCT04640350,35229196,Comparison between spleen and liver stiffness measurements by sound touch elastography for diagnosing cirrhosis at different aminotransferase levels: a prospective multicenter study.,0.192122526,,,,,
200,NCT04640350,32205218,Deep Convolutional Neural Network-Aided Detection of Portal Hypertension in Patients With Cirrhosis.,0.055583265,,,,,
201,NCT04607083,35562098,Artificial intelligence-assisted optical diagnosis for the resect-and-discard strategy in clinical practice: the Artificial intelligence BLI Characterization (ABC) study.,0.350335878,,,,,
202,NCT04597580,35701800,Antiprogestins reduce epigenetic field cancerization in breast tissue of young healthy women.,0.060245671,,,,,
203,NCT04594655,33238052,Multidimensional Prognostic Index (MPI) score has the major impact on outcome prediction in elderly surgical patients with colorectal cancer: The FRAGIS study.,0.983743947,,,,,
204,NCT04580017,29420956,Performance of Coronary Risk Scores Among Patients With Chest Pain in the Emergency Department.,0.235190182,,,,,
205,NCT04580017,27810290,"Comparison of the GRACE, HEART and TIMI score to predict major adverse cardiac events in chest pain patients at the emergency department.",0.057632456,,,,,
206,NCT04580017,27810290,"Comparison of the GRACE, HEART and TIMI score to predict major adverse cardiac events in chest pain patients at the emergency department.",0.057632456,,,,,
207,NCT04580017,33204433,Validation study of the modified HEART and HEAR scores in patients with chest pain who visit the emergency department.,0.110789153,,,,,
208,NCT04580017,33627355,Comparison of a single high-sensitivity cardiac troponin T measurement with the HEART score for rapid rule-out of acute myocardial infarction in a primary care emergency setting: a cohort study.,0.070005394,,,,,
209,NCT04580017,33662350,Prognostic value of soluble urokinase plasminogen activator receptor in patients presenting to the emergency department with chest pain suggestive of acute coronary syndrome.,0.211757194,,,,,
210,NCT04580017,34187993,Evaluation of HEAR score to rule-out major adverse cardiac events without troponin test in patients presenting to the emergency department with chest pain.,0.729370581,,,,,
211,NCT04580017,32071186,Acute rule-out of non-ST-segment elevation acute coronary syndrome in the (pre)hospital setting by HEART score assessment and a single point-of-care troponin: rationale and design of the ARTICA randomised trial.,0.248744287,,,,,
212,NCT04580017,32514934,Pre-hospital point-of-care troponin measurement: a clinical example of its additional value.,0.386082466,,,,,
213,NCT04580017,33474976,Diagnostic Performance of High-Sensitivity Cardiac Troponin T Strategies and Clinical Variables in a Multisite US Cohort.,0.176891776,,,,,
214,NCT04580017,34763776,Echocardiographic Ischemic Memory Molecular Imaging for Point-of-Care Detection of Myocardial Ischemia.,0.051503501,,,,,
215,NCT04580017,34763776,Echocardiographic Ischemic Memory Molecular Imaging for Point-of-Care Detection of Myocardial Ischemia.,0.051503501,,,,,
216,NCT04580017,34853373,A retrospective HEART risk score comparation of acute non-traumatic chest pain patients in an emergency department in Spain.,0.108542518,,,,,
217,NCT04580017,28084079,Fast assessment and management of chest pain patients without ST-elevation in the pre-hospital gateway (FamouS Triage): ruling out a myocardial infarction at home with the modified HEART score.,0.075930428,,,,,
218,NCT04580017,28361582,HEART score performance in Asian and Caucasian patients presenting to the emergency department with suspected acute coronary syndrome.,0.126113496,,,,,
219,NCT04580017,28437795,"Effect of Using the HEART Score in Patients With Chest Pain in the Emergency Department: A Stepped-Wedge, Cluster Randomized Trial.",0.100642278,,,,,
220,NCT04580017,34849660,Referral decisions based on a pre-hospital HEART score in suspected non-ST-elevation acute coronary syndrome: final results of the FamouS Triage study.,0.055672351,,,,,
221,NCT04580017,28033243,Prognostic values of 4 risk scores in Chinese patients with chest pain: Prospective 2-centre cohort study.,0.285326867,,,,,
222,NCT04580017,29920834,The HEART Pathway Randomized Controlled Trial One-year Outcomes.,0.066500182,,,,,
223,NCT04580017,30262402,Value of Prehospital Troponin Assessment in Suspected Non-ST-Elevation Acute Coronary Syndrome.,0.089550992,,,,,
224,NCT04580017,30661856,A Rule-Out Strategy Based on High-Sensitivity Troponin and HEART Score Reduces Hospital Admissions.,0.665100621,,,,,
225,NCT04580017,31330250,Decision analytic modeling was useful to assess the impact of a prediction model on health outcomes before a randomized trial.,0.094614983,,,,,
226,NCT04580017,31388939,"In-Hospital Healthcare Utilization, Outcomes, and Costs in Pre-Hospital-Adjudicated Low-Risk Chest-Pain Patients.",0.300284703,,,,,
227,NCT04580017,32105985,Emergency department evaluation of chest pain among adult congenital heart disease patients.,0.35496326,,,,,
228,NCT04580017,35383078,Prehospital risk assessment in patients suspected of non-ST-segment elevation acute coronary syndrome: a systematic review and meta-analysis.,0.150731885,,,,,
229,NCT04575337,32468532,Digital Biomarkers Based Individualized Prognosis for People at Risk of Dementia: the AltoidaML Multi-site External Validation Study.,0.054767486,,,,,
230,NCT04575337,32840330,Current and evolving treatment strategies for the Alzheimer disease continuum.,0.114838534,,,,,
231,NCT04575337,35109911,Detection of plasma Aβ seeding activity by a newly developed analyzer for diagnosis of Alzheimer's disease.,0.720965573,,,,,
232,NCT04575337,31099321,Biomarkers for Alzheimer's Disease.,0.06257616,,,,,
233,NCT04575337,32690803,Evidence-based prevention of Alzheimer's disease: systematic review and meta-analysis of 243 observational prospective studies and 153 randomised controlled trials.,0.510409297,,,,,
234,NCT04575337,34958042,The Trajectory of Cerebrospinal Fluid Growth-Associated Protein 43 in the Alzheimer's Disease Continuum: A Longitudinal Study.,0.691687497,,,,,
235,NCT04575337,31658058,Concentration-Dependent Activity of Hydromethylthionine on Cognitive Decline and Brain Atrophy in Mild to Moderate Alzheimer's Disease.,0.209202241,,,,,
236,NCT04565366,33512429,Diagnostic blood RNA profiles for human acute spinal cord injury.,0.095212696,,,,,
237,NCT04565366,34783309,Topological network analysis of patient similarity for precision management of acute blood pressure in spinal cord injury.,0.986444344,,,,,
238,NCT04565366,32357323,Transforming Research and Clinical Knowledge in Spinal Cord Injury (TRACK-SCI): an overview of initial enrollment and demographics.,0.98202257,,,,,
239,NCT04565366,33651310,"Excavating FAIR Data: the Case of the Multicenter Animal Spinal Cord Injury Study (MASCIS), Blood Pressure, and Neuro-Recovery.",0.060987544,,,,,
240,NCT04546360,35973168,A Novel SAVE Score to Stratify Decompensation Risk in Compensated Advanced Chronic Liver Disease (CHESS2102): An International Multicenter Cohort Study.,0.078121707,,,,,
241,NCT04528511,32578394,Long-term impact of new-onset atrial fibrillation complicating acute myocardial infarction on heart failure.,0.10540124,,,,,
242,NCT04528342,31566459,Inhalation technique practical skills and knowledge among physicians and nurses in two pediatric emergency settings.,0.665270969,,,,,
243,NCT04509778,32436318,"Decreasing risk of psychosis by sulforaphane study protocol for a randomized, double-blind, placebo-controlled, clinical multi-centre trial.",0.133451731,,,,,
244,NCT04509778,31920314,Real-World Effectiveness and Safety of Antipsychotics in Individuals at Clinical High-Risk for Psychosis: Study Protocol for a Prospective Observational Study (ShangHai at Risk for Psychosis-Phase 2).,0.720853058,,,,,
245,NCT04503226,35221243,"Editor's Choice - Comparison of Open, Standard, and Complex Endovascular Aortic Repair Treatments for Juxtarenal/Short Neck Aneurysms: A Systematic Review and Network Meta-Analysis.",0.957286409,,,,,
246,NCT04497233,33971147,Safety and Performance of Transbronchial Cryobiopsy for Parenchymal Lung Lesions.,0.164152904,,,,,
247,NCT04493086,35246403,Diagnostic concordance and discordance between angiography-based quantitative flow ratio and fractional flow reserve derived from computed tomography in complex coronary artery disease.,0.647541962,,,,,
248,NCT04493086,35258672,Functional CAD-RADS using FFRCT on therapeutic management and prognosis in patients with coronary artery disease.,0.347256481,,,,,
249,NCT04493086,35680213,Diagnostic and Clinical Value of FFRCT in Stable Chest Pain Patients With Extensive Coronary Calcification: The FACC Study.,0.532399724,,,,,
250,NCT04493086,35734275,Angiographic Lesion Morphology Provides Incremental Value to Generalize Quantitative Flow Ratio for Predicting Myocardial Ischemia.,0.095876829,,,,,
251,NCT04493086,35986975,Real-world validation of fractional flow reserve computed tomography in patients with stable angina: Results from the prospective AFFECTS trial.,0.050391095,,,,,
252,NCT04493086,36252116,Machine Learning From Quantitative Coronary Computed Tomography Angiography Predicts Fractional Flow Reserve-Defined Ischemia and Impaired Myocardial Blood Flow.,0.385106581,,,,,
253,NCT04493086,32861656,Sex Differences in Coronary Computed Tomography Angiography-Derived Fractional Flow Reserve: Lessons From ADVANCE.,0.405279171,,,,,
254,NCT04493086,35020012,Influence of diabetes mellitus on the diagnostic performance of machine learning-based coronary CT angiography-derived fractional flow reserve: a multicenter study.,0.310751735,,,,,
255,NCT04493086,31422146,Prediction of Coronary Revascularization in Stable Angina: Comparison of FFRCT With CMR Stress Perfusion Imaging.,0.239968085,,,,,
256,NCT04493086,31932171,Fractional Flow Reserve Derived from Computed Tomography Coronary Angiography in the Assessment and Management of Stable Chest Pain: Rationale and Design of the FORECAST Trial.,0.112045274,,,,,
257,NCT04493086,32063007,CT-Derived Fractional Flow Reserve (FFRCT): From Gatekeeping to Roadmapping.,0.103208789,,,,,
258,NCT04493086,31323454,Danish study of Non-Invasive testing in Coronary Artery Disease 2 (Dan-NICAD 2): Study design for a controlled study of diagnostic accuracy.,0.100727823,,,,,
259,NCT04493086,31083725,Pre-test probability prediction in patients with a low to intermediate probability of coronary artery disease: a prospective study with a fractional flow reserve endpoint.,0.09697507,,,,,
260,NCT04493086,30887024,Feasibility of planning coronary artery bypass grafting based only on coronary computed tomography angiography and CT-derived fractional flow reserve: a pilot survey of the surgeons involved in the randomized SYNTAX III Revolution trial.,0.092337473,,,,,
